id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
3046,L48028,L,296.3,307.4,90.0,1465.0,47.1,215.0,Não,Não,Não,Não,Não,Não
3048,L53368,L,301.0,310.9,90.0,1450.0,45.9,35.0,Não,Não,Não,Não,Não,Não
3050,M17737,M,300.5,309.4,90.0,1655.0,32.1,37.0,Não,Não,Não,Não,Não,Não
3051,L47366,L,298.1,308.3,90.0,1301.0,56.0,63.0,Não,Não,Não,Não,Não,Não
3054,M23185,M,298.7,309.5,90.0,1500.0,38.8,116.0,Não,Não,Não,Não,Não,Não
3055,L56421,L,298.1,308.7,90.0,1683.0,29.1,161.0,Não,Não,Não,Não,Não,Não
3059,L51095,L,302.5,311.5,90.0,1700.0,29.5,133.0,Não,Não,Não,Não,Não,Não
3061,L48024,L,296.5,307.5,90.0,1566.0,35.1,206.0,Não,Não,Não,Não,Não,Não
3064,L49620,L,299.1,308.4,90.0,1426.0,47.9,67.0,Não,Não,Não,Não,Não,Não
3069,L48474,L,298.8,309.9,90.0,1486.0,40.3,126.0,Não,Não,Não,Não,Não,Não
3070,M19939,M,304.2,313.4,90.0,1411.0,54.8,44.0,Não,Não,Não,Não,Não,Não
3073,M18302,M,301.4,310.5,90.0,1495.0,52.5,201.0,Não,Não,Não,Não,Não,Não
3074,L55631,L,298.5,310.0,90.0,1435.0,42.5,25.0,Não,Não,Não,Não,Não,Não
3075,M22133,M,300.2,310.3,90.0,1704.0,29.2,42.0,Não,Não,Não,Não,Não,Não
3076,M20965,M,300.8,310.9,90.0,1522.0,46.2,56.0,Não,Não,Não,Não,Não,Não
3078,H39130,H,299.0,310.0,90.0,1387.0,45.2,110.0,Não,Não,Não,Não,Não,Não
3079,H31567,H,299.3,308.8,90.0,1397.0,45.4,191.0,Não,Não,Não,Não,Não,Não
3080,L52100,L,303.4,312.2,90.0,1337.0,69.4,52.0,Sim,Não,Não,Sim,Não,Não
3083,L53137,L,300.7,310.9,90.0,1637.0,37.2,115.0,Não,Não,Não,Não,Não,Não
3085,L55612,L,298.8,310.0,90.0,1537.0,39.9,190.0,Não,Não,Não,Não,Não,Não
3089,M24229,M,297.7,308.3,90.0,1547.0,36.8,74.0,Não,Não,Não,Não,Não,Não
3092,L53372,L,301.0,310.9,90.0,1428.0,45.3,47.0,Não,Não,Não,Não,Não,Não
3093,L56115,L,297.4,308.3,90.0,1801.0,26.9,11.0,Não,Não,Não,Não,Não,Não
3094,L54329,L,300.2,309.8,90.0,1506.0,41.8,161.0,Não,Não,Não,Não,Não,Não
3097,M18986,M,302.0,310.6,90.0,1623.0,34.3,9.0,Não,Não,Não,Não,Não,Não
3098,L55480,L,298.7,310.1,90.0,1558.0,37.6,44.0,Não,Não,Não,Não,Não,Não
3101,M23356,M,298.3,309.4,90.0,1816.0,22.6,138.0,Não,Não,Não,Não,Não,Não
3106,H33279,H,302.6,311.5,90.0,1629.0,34.4,228.0,Sim,Sim,Não,Não,Não,Não
3107,L55667,L,298.4,309.4,90.0,1392.0,50.1,117.0,Não,Não,Não,Não,Não,Não
3109,M15896,M,296.4,307.5,90.0,1684.0,31.4,72.0,Não,Não,Não,Não,Não,Não
3110,L47816,L,298.3,309.9,90.0,1463.0,43.9,116.0,Não,Não,Não,Não,Não,Não
3111,L53333,L,301.0,311.1,90.0,1236.0,64.4,177.0,Sim,Não,Não,Não,Sim,Não
3116,L48083,L,295.7,306.2,90.0,2270.0,14.6,149.0,Sim,Não,Não,Sim,Não,Não
3117,L47371,L,298.2,308.4,90.0,1666.0,34.6,74.0,Não,Não,Não,Não,Não,Não
3118,L47289,L,298.9,308.7,90.0,1572.0,34.1,80.0,Não,Não,Não,Não,Não,Não
3121,H35270,H,301.2,310.9,90.0,1598.0,35.9,71.0,Não,Não,Não,Não,Não,Não
3123,L55721,L,298.5,309.5,90.0,1738.0,25.2,49.0,Não,Não,Não,Não,Não,Não
3124,L49220,L,299.1,308.9,90.0,1686.0,29.6,108.0,Não,Não,Não,Não,Não,Não
3125,L54511,L,299.8,310.3,90.0,1524.0,34.2,196.0,Não,Não,Não,Não,Não,Não
3126,L54497,L,299.9,310.3,90.0,1638.0,29.1,152.0,Não,Não,Não,Não,Não,Não
3127,L54959,L,300.5,311.7,90.0,1811.0,26.8,47.0,Não,Não,Não,Não,Não,Não
3129,L54493,L,299.9,310.4,90.0,1408.0,38.4,144.0,Não,Não,Não,Não,Não,Não
3130,L49955,L,300.1,309.4,90.0,1560.0,47.7,26.0,Não,Não,Não,Não,Não,Não
3131,M19005,M,301.8,310.3,90.0,1465.0,46.5,60.0,Não,Não,Não,Não,Não,Não
3132,M17183,M,299.2,308.7,90.0,1401.0,47.0,198.0,Não,Não,Não,Não,Não,Não
3134,L49797,L,299.4,309.1,90.0,1670.0,35.9,68.0,Não,Não,Não,Não,Não,Não
3138,L54228,L,300.6,310.4,90.0,2007.0,19.8,116.0,Não,Não,Não,Não,Não,Não
3139,L56452,L,298.2,308.6,90.0,1353.0,54.1,38.0,Não,Não,Não,Não,Não,Não
3140,L50315,L,300.4,309.8,90.0,1342.0,52.5,68.0,Não,Não,Não,Não,Não,Não
3141,L54967,L,300.3,311.5,90.0,1378.0,47.5,64.0,Não,Não,Não,Não,Não,Não
3142,H34454,H,304.1,313.2,90.0,1586.0,34.6,139.0,Não,Não,Não,Não,Não,Não
3143,M18665,M,302.4,311.0,90.0,1580.0,36.5,64.0,Não,Não,Não,Não,Não,Não
3144,L48064,L,295.8,306.4,90.0,1356.0,48.0,99.0,Não,Não,Não,Não,Não,Não
3146,L53101,L,300.5,310.3,90.0,1336.0,57.1,29.0,Não,Não,Não,Não,Não,Não
3148,L55265,L,300.2,311.4,90.0,1331.0,49.8,143.0,Não,Não,Não,Não,Não,Não
3151,M20540,M,302.2,311.6,90.0,1386.0,50.5,69.0,Não,Não,Não,Não,Não,Não
3154,M17062,M,299.9,309.2,90.0,1548.0,35.7,97.0,Não,Não,Não,Não,Não,Não
3156,L53597,L,300.3,309.9,90.0,1540.0,39.9,203.0,Não,Não,Não,Não,Não,Não
3157,H30676,H,297.8,309.2,90.0,1648.0,33.0,29.0,Não,Não,Não,Não,Não,Não
3158,L55559,L,298.8,309.9,90.0,1629.0,31.9,49.0,Não,Não,Não,Não,Não,Não
3161,L52105,L,303.4,312.3,90.0,1680.0,30.6,67.0,Não,Não,Não,Não,Não,Não
3164,M17247,M,299.2,308.5,90.0,1474.0,47.2,132.0,Não,Não,Não,Não,Não,Não
3165,L56908,L,298.8,309.8,90.0,1563.0,33.7,143.0,Não,Não,Não,Não,Não,Não
3167,M19251,M,302.2,310.1,90.0,1368.0,51.6,12.0,Sim,Não,Sim,Não,Não,Não
3168,L52328,L,304.4,313.6,90.0,1507.0,43.1,13.0,Não,Não,Não,Não,Não,Não
3170,L51062,L,302.5,311.6,90.0,1419.0,43.7,39.0,Não,Não,Não,Não,Não,Não
3171,M24298,M,298.1,308.7,90.0,1315.0,56.8,59.0,Não,Não,Não,Não,Não,Não
3172,L53804,L,301.7,310.7,90.0,1532.0,39.8,92.0,Não,Não,Não,Não,Não,Não
3174,H32203,H,300.3,309.5,90.0,1438.0,44.0,59.0,Não,Não,Não,Não,Não,Não
3175,M15804,M,295.7,306.3,90.0,1712.0,28.5,43.0,Não,Não,Não,Não,Não,Não
3176,L56088,L,297.2,308.5,90.0,1518.0,44.3,163.0,Não,Não,Não,Não,Não,Não
3178,L56260,L,297.2,308.0,90.0,1869.0,25.4,163.0,Não,Não,Não,Não,Não,Não
3179,L51288,L,301.9,310.5,90.0,1892.0,21.8,177.0,Não,Não,Não,Não,Não,Não
3180,M23373,M,298.2,309.5,90.0,1478.0,36.5,182.0,Não,Não,Não,Não,Não,Não
3183,L56692,L,299.0,310.2,90.0,1575.0,37.8,42.0,Não,Não,Não,Não,Não,Não
3184,M21821,M,300.7,311.0,90.0,1378.0,41.2,93.0,Não,Não,Não,Não,Não,Não
3185,L48499,L,299.0,310.3,90.0,1929.0,24.4,180.0,Não,Não,Não,Não,Não,Não
3187,L57060,L,298.8,309.8,90.0,1753.0,27.5,130.0,Não,Não,Não,Não,Não,Não
3190,L55133,L,301.0,312.0,90.0,1447.0,36.8,31.0,Não,Não,Não,Não,Não,Não
3192,L56451,L,298.2,308.7,90.0,1991.0,20.5,36.0,Não,Não,Não,Não,Não,Não
3197,M24350,M,299.0,309.7,90.0,1418.0,44.7,209.0,Não,Não,Não,Não,Não,Não
3199,M22273,M,300.1,311.1,90.0,1616.0,35.2,183.0,Não,Não,Não,Não,Não,Não
3200,L54766,L,300.4,311.1,90.0,1589.0,35.5,191.0,Não,Não,Não,Não,Não,Não
3201,L52524,L,303.4,312.8,90.0,1360.0,50.8,94.0,Não,Não,Não,Não,Não,Não
3203,M21971,M,300.8,310.4,90.0,1450.0,39.4,62.0,Não,Não,Não,Não,Não,Não
3204,L49054,L,298.4,308.1,90.0,1598.0,32.7,94.0,Não,Não,Não,Não,Não,Não
3209,L47750,L,297.7,309.7,90.0,1498.0,41.0,176.0,Não,Não,Não,Não,Não,Não
3210,M16308,M,299.0,310.3,90.0,1657.0,31.0,70.0,Não,Não,Não,Não,Não,Não
3212,L53422,L,301.0,310.4,90.0,1476.0,43.6,173.0,Não,Não,Não,Não,Não,Não
3213,L53527,L,300.2,309.7,90.0,1421.0,44.6,17.0,Não,Não,Não,Não,Não,Não
3214,L55054,L,300.7,312.3,90.0,1548.0,37.9,58.0,Não,Não,Não,Não,Não,Não
3215,M24676,M,298.5,309.2,90.0,1721.0,29.4,170.0,Não,Não,Não,Não,Não,Não
3217,L56924,L,298.8,310.1,90.0,1574.0,36.2,181.0,Não,Não,Não,Não,Não,Não
3218,L51158,L,302.2,311.3,90.0,1382.0,46.4,94.0,Não,Não,Não,Não,Não,Não
3223,L50007,L,300.4,309.4,90.0,1412.0,51.6,153.0,Não,Não,Não,Não,Não,Não
3224,M22518,M,300.4,311.6,90.0,1359.0,55.4,160.0,Não,Não,Não,Não,Não,Não
3225,M19856,M,303.6,312.8,90.0,1400.0,43.2,23.0,Não,Não,Não,Não,Não,Não
3227,L50442,L,301.3,310.1,90.0,1558.0,36.3,184.0,Não,Não,Não,Não,Não,Não
3228,L53566,L,300.2,309.7,90.0,1656.0,34.3,120.0,Não,Não,Não,Não,Não,Não
3229,M22811,M,300.9,311.8,90.0,1843.0,24.5,25.0,Não,Não,Não,Não,Não,Não
3231,M17762,M,300.6,309.4,90.0,1541.0,35.2,105.0,Não,Não,Não,Não,Não,Não
3232,L49438,L,299.1,308.2,90.0,1319.0,60.3,36.0,Não,Não,Não,Não,Não,Não
3235,L49910,L,299.6,309.2,90.0,1425.0,45.9,133.0,Não,Não,Não,Não,Não,Não
3237,L51658,L,302.5,310.2,90.0,1477.0,41.6,16.0,Não,Não,Não,Não,Não,Não
3238,L48776,L,298.0,308.1,90.0,1877.0,24.3,0.0,Não,Não,Não,Não,Não,Não
3239,M21926,M,300.8,310.7,90.0,1572.0,36.2,167.0,Não,Não,Não,Não,Não,Não
3240,L49764,L,299.1,308.8,90.0,1502.0,46.7,197.0,Não,Não,Não,Não,Não,Não
3241,M20301,M,303.0,312.6,90.0,1392.0,42.9,94.0,Não,Não,Não,Não,Não,Não
3243,H37937,H,298.3,309.3,90.0,1529.0,41.7,5.0,Não,Não,Não,Não,Não,Não
3245,H34790,H,302.8,312.3,90.0,1336.0,57.5,187.0,Não,Não,Não,Não,Não,Não
3247,L52457,L,303.5,312.9,90.0,1501.0,44.0,128.0,Não,Não,Não,Não,Não,Não
3249,M18364,M,301.7,310.8,90.0,1524.0,41.3,147.0,Não,Não,Não,Não,Não,Não
3250,M14973,M,298.8,308.6,90.0,1486.0,41.9,92.0,Não,Não,Não,Não,Não,Não
3251,L48099,L,295.4,305.8,90.0,1407.0,50.7,192.0,Não,Não,Não,Não,Não,Não
3252,L49689,L,299.0,308.9,90.0,1511.0,35.9,16.0,Não,Não,Não,Não,Não,Não
3253,L56584,L,297.7,308.2,90.0,2007.0,19.3,181.0,Não,Não,Não,Não,Não,Não
3254,L47345,L,298.5,308.4,90.0,1733.0,26.0,8.0,Não,Não,Não,Não,Não,Não
3255,L52443,L,303.5,312.8,90.0,1877.0,22.3,96.0,Não,Não,Não,Não,Não,Não
3256,H34017,H,302.9,311.0,90.0,1452.0,58.3,123.0,Não,Não,Não,Não,Não,Não
3257,L48129,L,295.6,306.3,90.0,1636.0,32.7,56.0,Não,Não,Não,Não,Não,Não
3258,M19454,M,303.0,311.2,90.0,1387.0,41.4,100.0,Não,Não,Não,Não,Não,Não
3261,M17366,M,299.2,309.1,90.0,1503.0,34.7,6.0,Não,Não,Não,Não,Não,Não
3262,L52287,L,303.9,313.2,90.0,1540.0,44.4,119.0,Não,Não,Não,Não,Não,Não
3263,L50030,L,300.4,309.3,90.0,1671.0,35.0,209.0,Não,Não,Não,Não,Não,Não
3264,L53665,L,300.6,309.8,90.0,1629.0,37.6,162.0,Não,Não,Não,Não,Não,Não
3265,L52542,L,303.2,312.6,90.0,1281.0,57.0,144.0,Não,Não,Não,Não,Não,Não
3266,L54622,L,300.0,311.5,90.0,1601.0,36.9,35.0,Não,Não,Não,Não,Não,Não
3267,L51626,L,302.5,310.3,90.0,1584.0,35.5,158.0,Não,Não,Não,Não,Não,Não
3268,L51640,L,302.6,310.5,90.0,1596.0,32.8,193.0,Não,Não,Não,Não,Não,Não
3269,M24373,M,299.0,310.2,90.0,1598.0,33.4,44.0,Não,Não,Não,Não,Não,Não
3270,L49685,L,299.2,309.1,90.0,1387.0,48.7,4.0,Não,Não,Não,Não,Não,Não
3271,H30528,H,296.4,307.3,90.0,1540.0,37.4,75.0,Não,Não,Não,Não,Não,Não
3275,L50527,L,301.3,310.6,90.0,1529.0,41.8,176.0,Não,Não,Não,Não,Não,Não
3276,L49915,L,299.7,309.2,90.0,1412.0,45.4,147.0,Não,Não,Não,Não,Não,Não
3277,L54999,L,299.8,311.2,90.0,1369.0,46.2,146.0,Não,Não,Não,Não,Não,Não
3278,L52168,L,303.8,313.1,90.0,2497.0,13.0,5.0,Sim,Não,Não,Sim,Não,Não
3279,L57074,L,298.9,309.5,90.0,1645.0,31.1,169.0,Não,Não,Não,Não,Não,Não
3283,L55966,L,297.5,308.5,90.0,1306.0,50.7,38.0,Não,Não,Não,Não,Não,Não
3284,M19410,M,302.5,310.5,90.0,1507.0,40.2,201.0,Não,Não,Não,Não,Não,Não
3285,M23432,M,297.7,308.5,90.0,1559.0,35.2,127.0,Não,Não,Não,Não,Não,Não
3290,H36867,H,300.3,311.7,90.0,1432.0,47.7,61.0,Não,Não,Não,Não,Não,Não
3291,L49017,L,297.7,307.2,90.0,1392.0,43.0,197.0,Não,Não,Não,Não,Não,Não
3293,H37732,H,298.7,309.7,90.0,1565.0,39.3,94.0,Não,Não,Não,Não,Não,Não
3294,L55903,L,297.2,308.6,90.0,1578.0,34.4,76.0,Não,Não,Não,Não,Não,Não
3295,M15467,M,298.0,309.9,90.0,1565.0,33.9,40.0,Não,Não,Não,Não,Não,Não
3296,L55554,L,298.8,309.7,90.0,1225.0,63.4,37.0,Não,Não,Não,Não,Não,Não
3297,M15953,M,296.8,307.5,90.0,1443.0,39.2,13.0,Não,Não,Não,Não,Não,Não
3298,M21247,M,300.2,309.8,90.0,1487.0,39.2,122.0,Não,Não,Não,Não,Não,Não
3299,L53685,L,301.1,310.1,90.0,1457.0,39.6,215.0,Não,Não,Não,Não,Não,Não
3300,M23824,M,297.2,307.9,90.0,1456.0,44.9,85.0,Não,Não,Não,Não,Não,Não
3301,L51667,L,302.5,310.5,90.0,1436.0,36.5,43.0,Não,Não,Não,Não,Não,Não
3302,L47340,L,298.4,308.2,90.0,1282.0,60.7,216.0,Sim,Não,Não,Não,Sim,Não
3303,L47383,L,298.4,308.5,90.0,1490.0,37.9,110.0,Não,Não,Não,Não,Não,Não
3305,M20753,M,301.3,311.0,90.0,1410.0,52.7,161.0,Não,Não,Não,Não,Não,Não
3306,H34347,H,303.4,312.2,90.0,1554.0,36.8,85.0,Não,Não,Não,Não,Não,Não
3307,M17794,M,300.8,309.6,90.0,1546.0,42.3,186.0,Não,Não,Não,Não,Não,Não
3309,L49615,L,298.9,308.2,90.0,1686.0,30.4,53.0,Não,Não,Não,Não,Não,Não
3311,H38089,H,297.3,308.6,90.0,1688.0,29.4,166.0,Não,Não,Não,Não,Não,Não
3314,L55599,L,299.0,310.3,90.0,1431.0,39.9,157.0,Não,Não,Não,Não,Não,Não
3315,M22526,M,300.6,311.7,90.0,1424.0,50.8,182.0,Não,Não,Não,Não,Não,Não
3316,M21267,M,300.3,309.9,90.0,1611.0,29.0,177.0,Não,Não,Não,Não,Não,Não
3317,H33665,H,302.5,310.9,90.0,1356.0,55.5,101.0,Sim,Não,Sim,Não,Não,Não
3318,L52757,L,302.4,312.1,90.0,1455.0,40.4,28.0,Não,Não,Não,Não,Não,Não
3320,L51214,L,302.0,310.8,90.0,1615.0,29.0,235.0,Sim,Sim,Não,Não,Não,Não
3321,M22972,M,300.4,311.8,90.0,1442.0,45.1,0.0,Não,Não,Não,Não,Não,Não
3322,L51470,L,301.8,310.0,90.0,1642.0,32.6,201.0,Não,Não,Não,Não,Não,Não
3323,L51514,L,301.6,309.8,90.0,1472.0,42.5,91.0,Não,Não,Não,Não,Não,Não
3325,H33291,H,302.6,311.7,90.0,1471.0,48.3,25.0,Não,Não,Não,Não,Não,Não
3326,L52608,L,302.7,312.4,90.0,1453.0,47.3,62.0,Não,Não,Não,Não,Não,Não
3327,H34167,H,303.2,311.4,90.0,1607.0,36.6,43.0,Não,Não,Não,Não,Não,Não
3328,L52066,L,303.8,312.5,90.0,1372.0,45.7,180.0,Não,Não,Não,Não,Não,Não
3329,M15717,M,296.1,307.1,90.0,1350.0,53.3,22.0,Não,Não,Não,Não,Não,Não
3332,L49741,L,299.4,309.2,90.0,1607.0,31.7,145.0,Não,Não,Não,Não,Não,Não
3333,M18661,M,302.2,310.9,90.0,1771.0,27.6,54.0,Não,Não,Não,Não,Não,Não
3334,M17500,M,299.9,309.5,90.0,1372.0,56.2,133.0,Não,Não,Não,Não,Não,Não
3336,L51670,L,302.5,310.4,90.0,1967.0,20.3,50.0,Não,Não,Não,Não,Não,Não
3338,M15509,M,297.7,309.2,90.0,1732.0,28.8,152.0,Não,Não,Não,Não,Não,Não
3341,M23403,M,298.5,309.4,90.0,1365.0,48.7,56.0,Não,Não,Não,Não,Não,Não
3343,L53613,L,300.3,309.9,90.0,1570.0,34.0,31.0,Não,Não,Não,Não,Não,Não
3344,L47795,L,298.1,309.9,90.0,1642.0,30.4,58.0,Não,Não,Não,Não,Não,Não
3346,L49755,L,299.5,309.3,90.0,1422.0,49.2,179.0,Não,Não,Não,Não,Não,Não
3348,M18200,M,301.5,310.8,90.0,1452.0,44.1,157.0,Não,Não,Não,Não,Não,Não
3350,M16565,M,298.1,307.8,90.0,1608.0,32.6,57.0,Não,Não,Não,Não,Não,Não
3351,H38474,H,297.2,308.3,90.0,1453.0,45.8,105.0,Não,Não,Não,Não,Não,Não
3354,L57143,L,298.3,307.9,90.0,1435.0,39.9,143.0,Não,Não,Não,Não,Não,Não
3358,L54113,L,300.8,311.4,90.0,1492.0,40.6,20.0,Não,Não,Não,Não,Não,Não
3360,L48170,L,296.2,307.0,90.0,1414.0,48.3,162.0,Não,Não,Não,Não,Não,Não
3361,L49954,L,300.1,309.4,90.0,1559.0,39.7,24.0,Não,Não,Não,Não,Não,Não
3362,L54650,L,300.4,311.6,90.0,1332.0,54.6,111.0,Não,Não,Não,Não,Não,Não
3363,H35833,H,300.3,309.9,90.0,1394.0,46.7,210.0,Sim,Sim,Não,Não,Não,Não
3364,M18373,M,301.9,311.1,90.0,1417.0,52.5,171.0,Não,Não,Não,Não,Não,Não
3365,L52658,L,302.7,312.2,90.0,1611.0,34.1,186.0,Não,Não,Não,Não,Não,Não
3366,L55580,L,298.6,309.6,90.0,1533.0,40.7,106.0,Não,Não,Não,Não,Não,Não
3367,M15079,M,298.3,308.5,90.0,1434.0,46.2,148.0,Não,Não,Não,Não,Não,Não
3370,L50343,L,300.4,309.8,90.0,1549.0,38.9,150.0,Não,Não,Não,Não,Não,Não
3371,H34092,H,303.6,311.7,90.0,1476.0,40.1,85.0,Não,Não,Não,Não,Não,Não
3373,L50792,L,301.7,310.8,90.0,1622.0,37.8,0.0,Não,Não,Não,Não,Não,Não
3374,H29457,H,298.8,309.2,90.0,1372.0,48.5,120.0,Não,Não,Não,Não,Não,Não
3375,H37508,H,300.2,311.6,90.0,1662.0,28.8,162.0,Não,Não,Não,Não,Não,Não
3376,M23232,M,298.8,309.7,90.0,1448.0,44.8,31.0,Não,Não,Não,Não,Não,Não
3377,L50972,L,302.3,310.9,90.0,1459.0,35.0,32.0,Não,Não,Não,Não,Não,Não
3380,L48683,L,298.0,308.7,90.0,1771.0,26.2,206.0,Não,Não,Não,Não,Não,Não
3383,L50619,L,301.4,310.3,90.0,1492.0,41.4,195.0,Não,Não,Não,Não,Não,Não
3384,M16752,M,297.8,307.4,90.0,1438.0,43.6,141.0,Não,Não,Não,Não,Não,Não
3385,L56503,L,298.6,309.4,90.0,1447.0,40.2,173.0,Não,Não,Não,Não,Não,Não
3388,L52347,L,304.2,313.4,90.0,1639.0,32.7,63.0,Não,Não,Não,Não,Não,Não
3389,L51994,L,303.4,311.8,90.0,1401.0,53.0,208.0,Sim,Não,Não,Não,Sim,Não
3392,L47850,L,297.6,309.0,90.0,1822.0,25.4,202.0,Não,Não,Não,Não,Não,Não
3394,L54235,L,300.8,310.6,90.0,1663.0,30.6,139.0,Não,Não,Não,Não,Não,Não
3395,L48077,L,295.6,306.2,90.0,1612.0,31.2,131.0,Não,Não,Não,Não,Não,Não
3398,L50373,L,300.0,309.1,90.0,1401.0,44.5,0.0,Não,Não,Não,Não,Não,Não
3399,L50070,L,300.6,309.7,90.0,1593.0,32.4,76.0,Não,Não,Não,Não,Não,Não
3402,L53188,L,300.7,310.7,90.0,1431.0,39.3,22.0,Não,Não,Não,Não,Não,Não
3404,L47182,L,298.1,308.5,90.0,1498.0,49.4,5.0,Não,Não,Não,Não,Não,Não
3406,H37328,H,300.7,312.1,90.0,1490.0,43.1,159.0,Não,Não,Não,Não,Não,Não
3407,L48949,L,298.4,307.9,90.0,1981.0,23.2,16.0,Não,Não,Não,Não,Não,Não
3408,L55686,L,298.4,309.6,90.0,1710.0,27.3,163.0,Sim,Não,Não,Não,Não,Não
3409,L53205,L,300.7,311.0,90.0,1336.0,53.3,68.0,Não,Não,Não,Não,Não,Não
3410,L47711,L,297.6,309.5,90.0,1549.0,34.9,68.0,Não,Não,Não,Não,Não,Não
3411,M23584,M,297.2,308.6,90.0,1513.0,39.0,78.0,Não,Não,Não,Não,Não,Não
3412,L55829,L,297.4,308.4,90.0,1328.0,61.8,98.0,Não,Não,Não,Não,Não,Não
3415,H32534,H,300.1,309.4,90.0,1563.0,40.8,28.0,Não,Não,Não,Não,Não,Não
3417,M15591,M,297.3,308.6,90.0,1431.0,53.0,160.0,Não,Não,Não,Não,Não,Não
3419,L49519,L,299.2,308.2,90.0,1466.0,41.3,8.0,Não,Não,Não,Não,Não,Não
3421,L53760,L,301.3,310.4,90.0,1507.0,39.1,194.0,Não,Não,Não,Não,Não,Não
3422,L49745,L,299.4,309.1,90.0,1304.0,50.5,153.0,Não,Não,Não,Não,Não,Não
3423,M22586,M,300.8,311.9,90.0,1761.0,29.0,113.0,Não,Não,Não,Não,Não,Não
3424,M22680,M,299.8,311.2,90.0,1706.0,29.2,148.0,Não,Não,Não,Não,Não,Não
3425,L53893,L,301.3,310.6,90.0,1416.0,45.2,88.0,Não,Não,Não,Não,Não,Não
3426,M21855,M,300.6,310.7,90.0,1705.0,31.2,181.0,Não,Não,Não,Não,Não,Não
3427,M21802,M,300.8,311.4,90.0,1732.0,26.9,45.0,Não,Não,Não,Não,Não,Não
3428,M22654,M,300.2,311.6,90.0,1415.0,55.8,82.0,Não,Não,Não,Não,Não,Não
3429,H38389,H,296.7,307.4,90.0,1661.0,34.2,109.0,Não,Não,Não,Não,Não,Não
3431,M16964,M,299.3,309.1,90.0,1600.0,35.3,52.0,Não,Não,Não,Não,Não,Não
3433,H39192,H,298.7,309.7,90.0,1311.0,54.5,52.0,Não,Não,Não,Não,Não,Não
3435,M24010,M,297.5,308.6,90.0,1347.0,57.0,132.0,Não,Não,Não,Não,Não,Não
3437,L56149,L,297.0,307.8,90.0,1396.0,50.0,96.0,Não,Não,Não,Não,Não,Não
3439,L52237,L,303.8,312.9,90.0,1367.0,49.9,192.0,Não,Não,Não,Não,Não,Não
3440,L53026,L,301.4,311.3,90.0,1674.0,33.3,46.0,Não,Não,Não,Não,Não,Não
3441,L51614,L,302.4,310.1,90.0,1556.0,32.9,132.0,Não,Não,Não,Não,Não,Não
3442,L50664,L,301.9,310.8,90.0,1519.0,39.0,90.0,Não,Não,Não,Não,Não,Não
3444,L52498,L,303.5,312.6,90.0,1496.0,39.0,21.0,Não,Não,Não,Não,Não,Não
3446,M20589,M,302.3,311.8,90.0,1463.0,35.7,197.0,Não,Não,Não,Não,Não,Não
3447,M23763,M,297.4,308.7,90.0,1382.0,49.9,151.0,Não,Não,Não,Não,Não,Não
3449,H39303,H,298.8,309.6,90.0,1516.0,40.2,152.0,Não,Não,Não,Não,Não,Não
3451,L56603,L,298.1,308.5,90.0,1676.0,30.5,22.0,Não,Não,Não,Não,Não,Não
3454,H38316,H,297.4,308.7,90.0,1522.0,46.3,146.0,Não,Não,Não,Não,Não,Não
3459,L55469,L,298.9,310.6,90.0,1406.0,43.8,12.0,Não,Não,Não,Não,Não,Não
3460,L48968,L,298.3,308.0,90.0,1442.0,47.3,65.0,Não,Não,Não,Não,Não,Não
3461,L47430,L,298.0,308.3,90.0,1662.0,32.7,0.0,Não,Não,Não,Não,Não,Não
3462,M24786,M,298.5,308.6,90.0,1897.0,20.2,50.0,Não,Não,Não,Não,Não,Não
3463,H35605,H,301.0,310.9,90.0,1916.0,22.0,42.0,Não,Não,Não,Não,Não,Não
3464,M24510,M,299.1,310.0,90.0,1437.0,41.1,192.0,Não,Não,Não,Não,Não,Não
3466,L48000,L,296.7,307.6,90.0,1516.0,37.4,146.0,Não,Não,Não,Não,Não,Não
3467,M24487,M,298.9,310.0,90.0,1487.0,36.6,129.0,Não,Não,Não,Não,Não,Não
3468,L52894,L,302.2,311.8,90.0,1618.0,36.0,158.0,Não,Não,Não,Não,Não,Não
3469,M22055,M,300.1,310.1,90.0,1443.0,49.3,61.0,Não,Não,Não,Não,Não,Não
3470,H35129,H,302.2,311.9,90.0,1597.0,35.8,160.0,Não,Não,Não,Não,Não,Não
3471,L51580,L,302.3,310.1,90.0,1353.0,50.9,36.0,Sim,Não,Sim,Não,Não,Não
3472,L56470,L,298.2,309.0,90.0,1418.0,44.2,87.0,Não,Não,Não,Não,Não,Não
3474,H33580,H,302.3,310.6,90.0,1525.0,48.7,114.0,Não,Não,Não,Não,Não,Não
3475,L52131,L,303.8,312.7,90.0,1596.0,36.6,134.0,Não,Não,Não,Não,Não,Não
3476,L49867,L,299.9,309.4,90.0,1348.0,52.8,31.0,Não,Não,Não,Não,Não,Não
3477,M19250,M,302.2,310.1,90.0,1421.0,45.4,9.0,Não,Não,Não,Não,Não,Não
3478,L53040,L,301.3,310.9,90.0,1566.0,33.1,82.0,Não,Não,Não,Não,Não,Não
