id,pred_binaria,pred_label
36600,1,Falha
36601,0,Sem falha
36602,1,Falha
36603,0,Sem falha
36604,0,Sem falha
36605,1,Falha
36606,0,Sem falha
36607,0,Sem falha
36608,0,Sem falha
36609,0,Sem falha
36610,0,Sem falha
36611,0,Sem falha
36612,0,Sem falha
36613,0,Sem falha
36614,0,Sem falha
36615,0,Sem falha
36616,1,Falha
36617,0,Sem falha
36618,1,Falha
36619,0,Sem falha
36620,1,Falha
36621,0,Sem falha
36622,0,Sem falha
36623,0,Sem falha
36624,0,Sem falha
36625,1,Falha
36626,0,Sem falha
36627,1,Falha
36628,0,Sem falha
36629,0,Sem falha
36630,1,Falha
36631,1,Falha
36632,0,Sem falha
36633,0,Sem falha
36634,0,Sem falha
36635,1,Falha
36636,1,Falha
36637,1,Falha
36638,0,Sem falha
36639,0,Sem falha
36640,1,Falha
36641,1,Falha
36642,0,Sem falha
36643,0,Sem falha
36644,1,Falha
36645,0,Sem falha
36646,0,Sem falha
36647,0,Sem falha
36648,1,Falha
36649,0,Sem falha
36650,0,Sem falha
36651,0,Sem falha
36652,0,Sem falha
36653,1,Falha
36654,0,Sem falha
36655,0,Sem falha
36656,0,Sem falha
36657,1,Falha
36658,0,Sem falha
36659,1,Falha
36660,0,Sem falha
36661,0,Sem falha
36662,0,Sem falha
36663,0,Sem falha
36664,0,Sem falha
36665,0,Sem falha
36666,1,Falha
36667,1,Falha
36668,1,Falha
36669,0,Sem falha
36670,0,Sem falha
36671,0,Sem falha
36672,1,Falha
36673,0,Sem falha
36674,0,Sem falha
36675,0,Sem falha
36676,0,Sem falha
36677,1,Falha
36678,0,Sem falha
36679,0,Sem falha
36680,0,Sem falha
36681,0,Sem falha
36682,1,Falha
36683,0,Sem falha
36684,1,Falha
36685,0,Sem falha
36686,0,Sem falha
36687,1,Falha
36688,1,Falha
36689,1,Falha
36690,0,Sem falha
36691,0,Sem falha
36692,0,Sem falha
36693,0,Sem falha
36694,0,Sem falha
36695,0,Sem falha
36696,1,Falha
36697,0,Sem falha
36698,1,Falha
36699,0,Sem falha
36700,0,Sem falha
36701,1,Falha
36702,0,Sem falha
36703,0,Sem falha
36704,0,Sem falha
36705,0,Sem falha
36706,1,Falha
36707,0,Sem falha
36708,0,Sem falha
36709,0,Sem falha
36710,0,Sem falha
36711,1,Falha
36712,0,Sem falha
36713,1,Falha
36714,0,Sem falha
36715,0,Sem falha
36716,0,Sem falha
36717,0,Sem falha
36718,1,Falha
36719,0,Sem falha
36720,0,Sem falha
36721,0,Sem falha
36722,0,Sem falha
36723,0,Sem falha
36724,0,Sem falha
36725,0,Sem falha
36726,0,Sem falha
36727,0,Sem falha
36728,0,Sem falha
36729,0,Sem falha
36730,1,Falha
36731,1,Falha
36732,0,Sem falha
36733,0,Sem falha
36734,0,Sem falha
36735,0,Sem falha
36736,1,Falha
36737,0,Sem falha
36738,0,Sem falha
36739,0,Sem falha
36740,1,Falha
36741,0,Sem falha
36742,0,Sem falha
36743,0,Sem falha
36744,1,Falha
36745,0,Sem falha
36746,0,Sem falha
36747,0,Sem falha
36748,0,Sem falha
36749,1,Falha
36750,0,Sem falha
36751,1,Falha
36752,0,Sem falha
36753,0,Sem falha
36754,1,Falha
36755,0,Sem falha
36756,0,Sem falha
36757,0,Sem falha
36758,0,Sem falha
36759,0,Sem falha
36760,0,Sem falha
36761,0,Sem falha
36762,0,Sem falha
36763,1,Falha
36764,0,Sem falha
36765,0,Sem falha
36766,0,Sem falha
36767,0,Sem falha
36768,0,Sem falha
36769,0,Sem falha
36770,0,Sem falha
36771,1,Falha
36772,0,Sem falha
36773,0,Sem falha
36774,0,Sem falha
36775,0,Sem falha
36776,0,Sem falha
36777,0,Sem falha
36778,0,Sem falha
36779,0,Sem falha
36780,1,Falha
36781,0,Sem falha
36782,0,Sem falha
36783,0,Sem falha
36784,0,Sem falha
36785,0,Sem falha
36786,0,Sem falha
36787,1,Falha
36788,0,Sem falha
36789,0,Sem falha
36790,0,Sem falha
36791,0,Sem falha
36792,1,Falha
36793,1,Falha
36794,1,Falha
36795,0,Sem falha
36796,0,Sem falha
36797,1,Falha
36798,0,Sem falha
36799,0,Sem falha
36800,0,Sem falha
36801,0,Sem falha
36802,1,Falha
36803,0,Sem falha
36804,0,Sem falha
36805,0,Sem falha
36806,1,Falha
36807,0,Sem falha
36808,0,Sem falha
36809,1,Falha
36810,1,Falha
36811,0,Sem falha
36812,0,Sem falha
36813,1,Falha
36814,0,Sem falha
36815,1,Falha
36816,0,Sem falha
36817,1,Falha
36818,1,Falha
36819,0,Sem falha
36820,0,Sem falha
36821,0,Sem falha
36822,0,Sem falha
36823,0,Sem falha
36824,1,Falha
36825,0,Sem falha
36826,1,Falha
36827,1,Falha
36828,1,Falha
36829,0,Sem falha
36830,0,Sem falha
36831,0,Sem falha
36832,0,Sem falha
36833,0,Sem falha
36834,0,Sem falha
36835,1,Falha
36836,0,Sem falha
36837,0,Sem falha
36838,1,Falha
36839,1,Falha
36840,0,Sem falha
36841,0,Sem falha
36842,0,Sem falha
36843,0,Sem falha
36844,0,Sem falha
36845,0,Sem falha
36846,0,Sem falha
36847,0,Sem falha
36848,0,Sem falha
36849,1,Falha
36850,0,Sem falha
36851,0,Sem falha
36852,0,Sem falha
36853,1,Falha
36854,0,Sem falha
36855,0,Sem falha
36856,0,Sem falha
36857,1,Falha
36858,1,Falha
36859,0,Sem falha
36860,1,Falha
36861,0,Sem falha
36862,1,Falha
36863,0,Sem falha
36864,1,Falha
36865,1,Falha
36866,1,Falha
36867,0,Sem falha
36868,1,Falha
36869,0,Sem falha
36870,0,Sem falha
36871,0,Sem falha
36872,0,Sem falha
36873,1,Falha
36874,0,Sem falha
36875,0,Sem falha
36876,0,Sem falha
36877,0,Sem falha
36878,0,Sem falha
36879,0,Sem falha
36880,0,Sem falha
36881,0,Sem falha
36882,0,Sem falha
36883,0,Sem falha
36884,1,Falha
36885,0,Sem falha
36886,0,Sem falha
36887,1,Falha
36888,0,Sem falha
36889,0,Sem falha
36890,1,Falha
36891,1,Falha
36892,0,Sem falha
36893,0,Sem falha
36894,1,Falha
36895,0,Sem falha
36896,1,Falha
36897,1,Falha
36898,0,Sem falha
36899,0,Sem falha
36900,0,Sem falha
36901,0,Sem falha
36902,0,Sem falha
36903,0,Sem falha
36904,0,Sem falha
36905,0,Sem falha
36906,0,Sem falha
36907,0,Sem falha
36908,1,Falha
36909,0,Sem falha
36910,0,Sem falha
36911,1,Falha
36912,0,Sem falha
36913,0,Sem falha
36914,0,Sem falha
36915,0,Sem falha
36916,0,Sem falha
36917,0,Sem falha
36918,0,Sem falha
36919,0,Sem falha
36920,0,Sem falha
36921,1,Falha
36922,0,Sem falha
36923,0,Sem falha
36924,1,Falha
36925,0,Sem falha
36926,0,Sem falha
36927,0,Sem falha
36928,0,Sem falha
36929,0,Sem falha
36930,1,Falha
36931,0,Sem falha
36932,1,Falha
36933,0,Sem falha
36934,0,Sem falha
36935,0,Sem falha
36936,0,Sem falha
36937,0,Sem falha
36938,0,Sem falha
36939,1,Falha
36940,0,Sem falha
36941,0,Sem falha
36942,0,Sem falha
36943,1,Falha
36944,0,Sem falha
36945,0,Sem falha
36946,0,Sem falha
36947,0,Sem falha
36948,0,Sem falha
36949,1,Falha
36950,0,Sem falha
36951,0,Sem falha
36952,1,Falha
36953,0,Sem falha
36954,0,Sem falha
36955,0,Sem falha
36956,0,Sem falha
36957,0,Sem falha
36958,0,Sem falha
36959,0,Sem falha
36960,1,Falha
36961,0,Sem falha
36962,0,Sem falha
36963,0,Sem falha
36964,1,Falha
36965,0,Sem falha
36966,0,Sem falha
36967,0,Sem falha
36968,1,Falha
36969,0,Sem falha
36970,0,Sem falha
36971,0,Sem falha
36972,0,Sem falha
36973,0,Sem falha
36974,0,Sem falha
36975,0,Sem falha
36976,0,Sem falha
36977,1,Falha
36978,0,Sem falha
36979,0,Sem falha
36980,0,Sem falha
36981,0,Sem falha
36982,0,Sem falha
36983,0,Sem falha
36984,0,Sem falha
36985,0,Sem falha
36986,0,Sem falha
36987,0,Sem falha
36988,0,Sem falha
36989,0,Sem falha
36990,0,Sem falha
36991,0,Sem falha
36992,0,Sem falha
36993,0,Sem falha
36994,1,Falha
36995,0,Sem falha
36996,0,Sem falha
36997,1,Falha
36998,0,Sem falha
36999,0,Sem falha
37000,0,Sem falha
37001,0,Sem falha
37002,0,Sem falha
37003,0,Sem falha
37004,0,Sem falha
37005,0,Sem falha
37006,0,Sem falha
37007,0,Sem falha
37008,0,Sem falha
37009,0,Sem falha
37010,0,Sem falha
37011,0,Sem falha
37012,0,Sem falha
37013,0,Sem falha
37014,0,Sem falha
37015,0,Sem falha
37016,0,Sem falha
37017,0,Sem falha
37018,0,Sem falha
37019,0,Sem falha
37020,0,Sem falha
37021,0,Sem falha
37022,1,Falha
37023,0,Sem falha
37024,1,Falha
37025,0,Sem falha
37026,0,Sem falha
37027,0,Sem falha
37028,0,Sem falha
37029,0,Sem falha
37030,0,Sem falha
37031,0,Sem falha
37032,0,Sem falha
37033,0,Sem falha
37034,1,Falha
37035,0,Sem falha
37036,1,Falha
37037,0,Sem falha
37038,0,Sem falha
37039,0,Sem falha
37040,0,Sem falha
37041,1,Falha
37042,0,Sem falha
37043,1,Falha
37044,0,Sem falha
37045,1,Falha
37046,0,Sem falha
37047,0,Sem falha
37048,0,Sem falha
37049,1,Falha
37050,0,Sem falha
37051,0,Sem falha
37052,0,Sem falha
37053,0,Sem falha
37054,1,Falha
37055,0,Sem falha
37056,0,Sem falha
37057,0,Sem falha
37058,1,Falha
37059,0,Sem falha
37060,0,Sem falha
37061,0,Sem falha
37062,0,Sem falha
37063,1,Falha
37064,0,Sem falha
37065,0,Sem falha
37066,1,Falha
37067,0,Sem falha
37068,1,Falha
37069,1,Falha
37070,0,Sem falha
37071,0,Sem falha
37072,0,Sem falha
37073,1,Falha
37074,0,Sem falha
37075,0,Sem falha
37076,0,Sem falha
37077,0,Sem falha
37078,0,Sem falha
37079,0,Sem falha
37080,1,Falha
37081,0,Sem falha
37082,1,Falha
37083,1,Falha
37084,0,Sem falha
37085,1,Falha
37086,0,Sem falha
37087,1,Falha
37088,1,Falha
37089,0,Sem falha
37090,0,Sem falha
37091,0,Sem falha
37092,0,Sem falha
37093,1,Falha
37094,1,Falha
37095,0,Sem falha
37096,0,Sem falha
37097,0,Sem falha
37098,0,Sem falha
37099,0,Sem falha
37100,1,Falha
37101,1,Falha
37102,0,Sem falha
37103,0,Sem falha
37104,0,Sem falha
37105,0,Sem falha
37106,0,Sem falha
37107,0,Sem falha
37108,0,Sem falha
37109,1,Falha
37110,1,Falha
37111,0,Sem falha
37112,0,Sem falha
37113,1,Falha
37114,0,Sem falha
37115,0,Sem falha
37116,0,Sem falha
37117,1,Falha
37118,0,Sem falha
37119,0,Sem falha
37120,0,Sem falha
37121,0,Sem falha
37122,0,Sem falha
37123,0,Sem falha
37124,0,Sem falha
37125,0,Sem falha
37126,0,Sem falha
37127,0,Sem falha
37128,0,Sem falha
37129,0,Sem falha
37130,0,Sem falha
37131,0,Sem falha
37132,0,Sem falha
37133,0,Sem falha
37134,0,Sem falha
37135,0,Sem falha
37136,1,Falha
37137,0,Sem falha
37138,1,Falha
37139,1,Falha
37140,0,Sem falha
37141,0,Sem falha
37142,0,Sem falha
37143,1,Falha
37144,0,Sem falha
37145,1,Falha
37146,0,Sem falha
37147,0,Sem falha
37148,0,Sem falha
37149,1,Falha
37150,0,Sem falha
37151,0,Sem falha
37152,0,Sem falha
37153,0,Sem falha
37154,0,Sem falha
37155,0,Sem falha
37156,0,Sem falha
37157,0,Sem falha
37158,0,Sem falha
37159,1,Falha
37160,0,Sem falha
37161,0,Sem falha
37162,1,Falha
37163,1,Falha
37164,0,Sem falha
37165,0,Sem falha
37166,0,Sem falha
37167,0,Sem falha
37168,0,Sem falha
37169,0,Sem falha
37170,1,Falha
37171,0,Sem falha
37172,0,Sem falha
37173,0,Sem falha
37174,0,Sem falha
37175,0,Sem falha
37176,0,Sem falha
37177,0,Sem falha
37178,0,Sem falha
37179,0,Sem falha
37180,0,Sem falha
37181,0,Sem falha
37182,0,Sem falha
37183,0,Sem falha
37184,0,Sem falha
37185,0,Sem falha
37186,1,Falha
37187,0,Sem falha
37188,0,Sem falha
37189,1,Falha
37190,1,Falha
37191,0,Sem falha
37192,1,Falha
37193,1,Falha
37194,1,Falha
37195,0,Sem falha
37196,0,Sem falha
37197,0,Sem falha
37198,1,Falha
37199,0,Sem falha
37200,0,Sem falha
37201,0,Sem falha
37202,0,Sem falha
37203,0,Sem falha
37204,0,Sem falha
37205,0,Sem falha
37206,1,Falha
37207,0,Sem falha
37208,0,Sem falha
37209,0,Sem falha
37210,1,Falha
37211,0,Sem falha
37212,1,Falha
37213,0,Sem falha
37214,0,Sem falha
37215,0,Sem falha
37216,1,Falha
37217,0,Sem falha
37218,0,Sem falha
37219,0,Sem falha
37220,0,Sem falha
37221,0,Sem falha
37222,1,Falha
37223,0,Sem falha
37224,0,Sem falha
37225,0,Sem falha
37226,0,Sem falha
37227,0,Sem falha
37228,0,Sem falha
37229,0,Sem falha
37230,1,Falha
37231,0,Sem falha
37232,0,Sem falha
37233,0,Sem falha
37234,0,Sem falha
37235,1,Falha
37236,0,Sem falha
37237,1,Falha
37238,0,Sem falha
37239,0,Sem falha
37240,0,Sem falha
37241,0,Sem falha
37242,0,Sem falha
37243,0,Sem falha
37244,0,Sem falha
37245,0,Sem falha
37246,0,Sem falha
37247,0,Sem falha
37248,0,Sem falha
37249,0,Sem falha
37250,0,Sem falha
37251,1,Falha
37252,0,Sem falha
37253,0,Sem falha
37254,0,Sem falha
37255,1,Falha
37256,0,Sem falha
37257,1,Falha
37258,0,Sem falha
37259,1,Falha
37260,1,Falha
37261,0,Sem falha
37262,0,Sem falha
37263,0,Sem falha
37264,0,Sem falha
37265,0,Sem falha
37266,0,Sem falha
37267,0,Sem falha
37268,0,Sem falha
37269,0,Sem falha
37270,0,Sem falha
37271,0,Sem falha
37272,1,Falha
37273,0,Sem falha
37274,0,Sem falha
37275,1,Falha
37276,0,Sem falha
37277,0,Sem falha
37278,1,Falha
37279,0,Sem falha
37280,0,Sem falha
37281,0,Sem falha
37282,0,Sem falha
37283,0,Sem falha
37284,0,Sem falha
37285,0,Sem falha
37286,0,Sem falha
37287,0,Sem falha
37288,0,Sem falha
37289,0,Sem falha
37290,0,Sem falha
37291,1,Falha
37292,0,Sem falha
37293,0,Sem falha
37294,1,Falha
37295,0,Sem falha
37296,0,Sem falha
37297,0,Sem falha
37298,0,Sem falha
37299,0,Sem falha
37300,0,Sem falha
37301,0,Sem falha
37302,0,Sem falha
37303,1,Falha
37304,1,Falha
37305,1,Falha
37306,0,Sem falha
37307,0,Sem falha
37308,0,Sem falha
37309,0,Sem falha
37310,0,Sem falha
37311,0,Sem falha
37312,0,Sem falha
37313,0,Sem falha
37314,1,Falha
37315,0,Sem falha
37316,0,Sem falha
37317,0,Sem falha
37318,0,Sem falha
37319,0,Sem falha
37320,1,Falha
37321,0,Sem falha
37322,0,Sem falha
37323,1,Falha
37324,0,Sem falha
37325,1,Falha
37326,0,Sem falha
37327,0,Sem falha
37328,1,Falha
37329,0,Sem falha
37330,0,Sem falha
37331,0,Sem falha
37332,0,Sem falha
37333,0,Sem falha
37334,0,Sem falha
37335,0,Sem falha
37336,0,Sem falha
37337,0,Sem falha
37338,1,Falha
37339,1,Falha
37340,0,Sem falha
37341,0,Sem falha
37342,0,Sem falha
37343,0,Sem falha
37344,0,Sem falha
37345,0,Sem falha
37346,0,Sem falha
37347,0,Sem falha
37348,0,Sem falha
37349,0,Sem falha
37350,0,Sem falha
37351,0,Sem falha
37352,1,Falha
37353,0,Sem falha
37354,1,Falha
37355,0,Sem falha
37356,0,Sem falha
37357,0,Sem falha
37358,0,Sem falha
37359,0,Sem falha
37360,1,Falha
37361,0,Sem falha
37362,0,Sem falha
37363,1,Falha
37364,0,Sem falha
37365,0,Sem falha
37366,1,Falha
37367,0,Sem falha
37368,0,Sem falha
37369,0,Sem falha
37370,0,Sem falha
37371,0,Sem falha
37372,0,Sem falha
37373,0,Sem falha
37374,0,Sem falha
37375,1,Falha
37376,0,Sem falha
37377,1,Falha
37378,0,Sem falha
37379,0,Sem falha
37380,1,Falha
37381,0,Sem falha
37382,0,Sem falha
37383,1,Falha
37384,0,Sem falha
37385,1,Falha
37386,0,Sem falha
37387,0,Sem falha
37388,1,Falha
37389,0,Sem falha
37390,0,Sem falha
37391,0,Sem falha
37392,0,Sem falha
37393,0,Sem falha
37394,0,Sem falha
37395,0,Sem falha
37396,0,Sem falha
37397,0,Sem falha
37398,0,Sem falha
37399,0,Sem falha
37400,1,Falha
37401,0,Sem falha
37402,1,Falha
37403,0,Sem falha
37404,0,Sem falha
37405,1,Falha
37406,0,Sem falha
37407,0,Sem falha
37408,1,Falha
37409,1,Falha
37410,0,Sem falha
37411,0,Sem falha
37412,1,Falha
37413,0,Sem falha
37414,0,Sem falha
37415,1,Falha
37416,0,Sem falha
37417,1,Falha
37418,0,Sem falha
37419,1,Falha
37420,1,Falha
37421,0,Sem falha
37422,0,Sem falha
37423,0,Sem falha
37424,0,Sem falha
37425,0,Sem falha
37426,0,Sem falha
37427,0,Sem falha
37428,0,Sem falha
37429,1,Falha
37430,0,Sem falha
37431,0,Sem falha
37432,1,Falha
37433,1,Falha
37434,0,Sem falha
37435,1,Falha
37436,0,Sem falha
37437,0,Sem falha
37438,0,Sem falha
37439,0,Sem falha
37440,0,Sem falha
37441,0,Sem falha
37442,1,Falha
37443,0,Sem falha
37444,0,Sem falha
37445,0,Sem falha
37446,1,Falha
37447,0,Sem falha
37448,0,Sem falha
37449,0,Sem falha
37450,0,Sem falha
37451,0,Sem falha
37452,0,Sem falha
37453,0,Sem falha
37454,0,Sem falha
37455,0,Sem falha
37456,1,Falha
37457,0,Sem falha
37458,0,Sem falha
37459,0,Sem falha
37460,0,Sem falha
37461,0,Sem falha
37462,0,Sem falha
37463,1,Falha
37464,0,Sem falha
37465,0,Sem falha
37466,1,Falha
37467,0,Sem falha
37468,0,Sem falha
37469,0,Sem falha
37470,0,Sem falha
37471,0,Sem falha
37472,0,Sem falha
37473,1,Falha
37474,0,Sem falha
37475,0,Sem falha
37476,0,Sem falha
37477,0,Sem falha
37478,0,Sem falha
37479,0,Sem falha
37480,0,Sem falha
37481,0,Sem falha
37482,0,Sem falha
37483,0,Sem falha
37484,0,Sem falha
37485,1,Falha
37486,0,Sem falha
37487,1,Falha
37488,0,Sem falha
37489,1,Falha
37490,0,Sem falha
37491,1,Falha
37492,0,Sem falha
37493,0,Sem falha
37494,0,Sem falha
37495,0,Sem falha
37496,0,Sem falha
37497,1,Falha
37498,0,Sem falha
37499,0,Sem falha
37500,0,Sem falha
37501,1,Falha
37502,0,Sem falha
37503,1,Falha
37504,0,Sem falha
37505,0,Sem falha
37506,1,Falha
37507,0,Sem falha
37508,1,Falha
37509,0,Sem falha
37510,0,Sem falha
37511,0,Sem falha
37512,0,Sem falha
37513,0,Sem falha
37514,0,Sem falha
37515,0,Sem falha
37516,1,Falha
37517,0,Sem falha
37518,0,Sem falha
37519,0,Sem falha
37520,0,Sem falha
37521,0,Sem falha
37522,0,Sem falha
37523,0,Sem falha
37524,0,Sem falha
37525,0,Sem falha
37526,0,Sem falha
37527,0,Sem falha
37528,0,Sem falha
37529,1,Falha
37530,0,Sem falha
37531,0,Sem falha
37532,1,Falha
37533,0,Sem falha
37534,0,Sem falha
37535,0,Sem falha
37536,0,Sem falha
37537,0,Sem falha
37538,0,Sem falha
37539,0,Sem falha
37540,0,Sem falha
37541,1,Falha
37542,0,Sem falha
37543,0,Sem falha
37544,1,Falha
37545,0,Sem falha
37546,0,Sem falha
37547,0,Sem falha
37548,0,Sem falha
37549,0,Sem falha
37550,1,Falha
37551,1,Falha
37552,1,Falha
37553,1,Falha
37554,1,Falha
37555,0,Sem falha
37556,1,Falha
37557,0,Sem falha
37558,0,Sem falha
37559,0,Sem falha
37560,0,Sem falha
37561,0,Sem falha
37562,0,Sem falha
37563,1,Falha
37564,1,Falha
37565,0,Sem falha
37566,0,Sem falha
37567,0,Sem falha
37568,0,Sem falha
37569,0,Sem falha
37570,0,Sem falha
37571,0,Sem falha
37572,0,Sem falha
37573,0,Sem falha
37574,1,Falha
37575,0,Sem falha
37576,0,Sem falha
37577,0,Sem falha
37578,0,Sem falha
37579,1,Falha
37580,1,Falha
37581,0,Sem falha
37582,0,Sem falha
37583,0,Sem falha
37584,1,Falha
37585,1,Falha
37586,1,Falha
37587,1,Falha
37588,0,Sem falha
37589,0,Sem falha
37590,0,Sem falha
37591,0,Sem falha
37592,0,Sem falha
37593,0,Sem falha
37594,0,Sem falha
37595,0,Sem falha
37596,0,Sem falha
37597,0,Sem falha
37598,1,Falha
37599,0,Sem falha
37600,0,Sem falha
37601,0,Sem falha
37602,0,Sem falha
37603,0,Sem falha
37604,0,Sem falha
37605,1,Falha
37606,0,Sem falha
37607,0,Sem falha
37608,0,Sem falha
37609,0,Sem falha
37610,0,Sem falha
37611,0,Sem falha
37612,0,Sem falha
37613,0,Sem falha
37614,0,Sem falha
37615,0,Sem falha
37616,0,Sem falha
37617,0,Sem falha
37618,0,Sem falha
37619,0,Sem falha
37620,0,Sem falha
37621,1,Falha
37622,1,Falha
37623,0,Sem falha
37624,0,Sem falha
37625,0,Sem falha
37626,0,Sem falha
37627,0,Sem falha
37628,1,Falha
37629,0,Sem falha
37630,0,Sem falha
37631,1,Falha
37632,1,Falha
37633,0,Sem falha
37634,1,Falha
37635,0,Sem falha
37636,0,Sem falha
37637,0,Sem falha
37638,0,Sem falha
37639,0,Sem falha
37640,0,Sem falha
37641,0,Sem falha
37642,0,Sem falha
37643,0,Sem falha
37644,0,Sem falha
37645,1,Falha
37646,0,Sem falha
37647,1,Falha
37648,0,Sem falha
37649,0,Sem falha
37650,0,Sem falha
37651,1,Falha
37652,0,Sem falha
37653,0,Sem falha
37654,1,Falha
37655,0,Sem falha
37656,1,Falha
37657,0,Sem falha
37658,0,Sem falha
37659,0,Sem falha
37660,1,Falha
37661,1,Falha
37662,1,Falha
37663,0,Sem falha
37664,1,Falha
37665,0,Sem falha
37666,0,Sem falha
37667,1,Falha
37668,0,Sem falha
37669,1,Falha
37670,0,Sem falha
37671,1,Falha
37672,0,Sem falha
37673,1,Falha
37674,1,Falha
37675,0,Sem falha
37676,0,Sem falha
37677,0,Sem falha
37678,1,Falha
37679,1,Falha
37680,0,Sem falha
37681,0,Sem falha
37682,1,Falha
37683,0,Sem falha
37684,0,Sem falha
37685,0,Sem falha
37686,0,Sem falha
37687,0,Sem falha
37688,0,Sem falha
37689,0,Sem falha
37690,0,Sem falha
37691,0,Sem falha
37692,0,Sem falha
37693,0,Sem falha
37694,0,Sem falha
37695,0,Sem falha
37696,0,Sem falha
37697,0,Sem falha
37698,0,Sem falha
37699,1,Falha
37700,0,Sem falha
37701,0,Sem falha
37702,0,Sem falha
37703,0,Sem falha
37704,0,Sem falha
37705,0,Sem falha
37706,0,Sem falha
37707,1,Falha
37708,0,Sem falha
37709,1,Falha
37710,0,Sem falha
37711,1,Falha
37712,0,Sem falha
37713,0,Sem falha
37714,1,Falha
37715,0,Sem falha
37716,1,Falha
37717,0,Sem falha
37718,0,Sem falha
37719,0,Sem falha
37720,1,Falha
37721,0,Sem falha
37722,0,Sem falha
37723,1,Falha
37724,1,Falha
37725,0,Sem falha
37726,1,Falha
37727,0,Sem falha
37728,1,Falha
37729,1,Falha
37730,1,Falha
37731,0,Sem falha
37732,1,Falha
37733,1,Falha
37734,1,Falha
37735,0,Sem falha
37736,0,Sem falha
37737,0,Sem falha
37738,0,Sem falha
37739,0,Sem falha
37740,0,Sem falha
37741,1,Falha
37742,0,Sem falha
37743,0,Sem falha
37744,1,Falha
37745,0,Sem falha
37746,0,Sem falha
37747,0,Sem falha
37748,0,Sem falha
37749,0,Sem falha
37750,1,Falha
37751,1,Falha
37752,0,Sem falha
37753,0,Sem falha
37754,0,Sem falha
37755,0,Sem falha
37756,0,Sem falha
37757,0,Sem falha
37758,1,Falha
37759,0,Sem falha
37760,0,Sem falha
37761,1,Falha
37762,0,Sem falha
37763,0,Sem falha
37764,0,Sem falha
37765,0,Sem falha
37766,0,Sem falha
37767,0,Sem falha
37768,0,Sem falha
37769,1,Falha
37770,0,Sem falha
37771,0,Sem falha
37772,0,Sem falha
37773,0,Sem falha
37774,0,Sem falha
37775,0,Sem falha
37776,0,Sem falha
37777,0,Sem falha
37778,0,Sem falha
37779,0,Sem falha
37780,1,Falha
37781,0,Sem falha
37782,0,Sem falha
37783,0,Sem falha
37784,0,Sem falha
37785,1,Falha
37786,0,Sem falha
37787,0,Sem falha
37788,1,Falha
37789,1,Falha
37790,0,Sem falha
37791,0,Sem falha
37792,1,Falha
37793,0,Sem falha
37794,1,Falha
37795,1,Falha
37796,0,Sem falha
37797,0,Sem falha
37798,0,Sem falha
37799,1,Falha
37800,0,Sem falha
37801,1,Falha
37802,0,Sem falha
37803,1,Falha
37804,0,Sem falha
37805,0,Sem falha
37806,1,Falha
37807,1,Falha
37808,0,Sem falha
37809,1,Falha
37810,0,Sem falha
37811,0,Sem falha
37812,1,Falha
37813,0,Sem falha
37814,0,Sem falha
37815,0,Sem falha
37816,0,Sem falha
37817,1,Falha
37818,0,Sem falha
37819,0,Sem falha
37820,0,Sem falha
37821,1,Falha
37822,0,Sem falha
37823,1,Falha
37824,0,Sem falha
37825,0,Sem falha
37826,0,Sem falha
37827,0,Sem falha
37828,0,Sem falha
37829,0,Sem falha
37830,1,Falha
37831,0,Sem falha
37832,1,Falha
37833,0,Sem falha
37834,0,Sem falha
37835,1,Falha
37836,1,Falha
37837,0,Sem falha
37838,0,Sem falha
37839,0,Sem falha
37840,0,Sem falha
37841,0,Sem falha
37842,0,Sem falha
37843,1,Falha
37844,0,Sem falha
37845,1,Falha
37846,1,Falha
37847,0,Sem falha
37848,1,Falha
37849,0,Sem falha
37850,0,Sem falha
37851,1,Falha
37852,0,Sem falha
37853,0,Sem falha
37854,0,Sem falha
37855,0,Sem falha
37856,0,Sem falha
37857,1,Falha
37858,0,Sem falha
37859,0,Sem falha
37860,1,Falha
37861,0,Sem falha
37862,0,Sem falha
37863,0,Sem falha
37864,0,Sem falha
37865,0,Sem falha
37866,0,Sem falha
37867,0,Sem falha
37868,1,Falha
37869,0,Sem falha
37870,0,Sem falha
37871,0,Sem falha
37872,0,Sem falha
37873,0,Sem falha
37874,0,Sem falha
37875,1,Falha
37876,0,Sem falha
37877,0,Sem falha
37878,0,Sem falha
37879,0,Sem falha
37880,0,Sem falha
37881,0,Sem falha
37882,0,Sem falha
37883,0,Sem falha
37884,1,Falha
37885,0,Sem falha
37886,0,Sem falha
37887,0,Sem falha
37888,0,Sem falha
37889,1,Falha
37890,0,Sem falha
37891,1,Falha
37892,1,Falha
37893,1,Falha
37894,1,Falha
37895,0,Sem falha
37896,0,Sem falha
37897,0,Sem falha
37898,1,Falha
37899,1,Falha
37900,0,Sem falha
37901,0,Sem falha
37902,0,Sem falha
37903,0,Sem falha
37904,0,Sem falha
37905,0,Sem falha
37906,0,Sem falha
37907,0,Sem falha
37908,0,Sem falha
37909,0,Sem falha
37910,0,Sem falha
37911,0,Sem falha
37912,1,Falha
37913,0,Sem falha
37914,0,Sem falha
37915,0,Sem falha
37916,0,Sem falha
37917,0,Sem falha
37918,1,Falha
37919,0,Sem falha
37920,0,Sem falha
37921,0,Sem falha
37922,0,Sem falha
37923,0,Sem falha
37924,0,Sem falha
37925,0,Sem falha
37926,0,Sem falha
37927,0,Sem falha
37928,0,Sem falha
37929,0,Sem falha
